3,46
4,65
5,38
6,84
7,10
8,103
9,105
10,59
11,54
12,46
13,96
14,104
15,68
16,95
17,36
18,104
19,37
20,106
21,46
22,62
23,30
24,81
25,1
26,105
27,18
28,7
29,65
30,15
31,104
32,64
33,28
34,89
35,23
36,67
37,33
38,78
39,85
40,42
41,94
42,42
43,37
44,67
45,110
46,87
47,46
48,1
49,108
50,93
51,55
52,14
53,2
54,67
55,86
56,27
57,40
58,74
59,69
60,33
61,8
62,50
63,4
64,23
65,69
66,46
67,50
68,18
69,106
70,80
71,5
72,23
73,27
74,56
75,86
76,105
77,105
78,4
79,45
80,6
81,57
82,72
83,47
84,34
85,88
86,31
87,43
88,23
89,62
90,73
91,38
92,62
93,17
94,3
95,48
96,6
97,23
98,91
99,77
100,21
101,41
102,61
103,11
104,72
105,94
106,9
107,83
108,29
109,50
110,2
111,108
112,85
113,2
114,92
115,55
116,60
117,71
118,10
119,110
120,104
121,1
122,83
123,56
124,41
125,21
126,33
127,11
128,31
129,48
130,57
131,6
132,15
133,73
134,96
135,70
136,50
137,15
138,89
139,30
140,16
141,81
142,69
143,55
144,89
145,45
146,84
147,29
148,11
149,93
150,8
151,70
152,59
153,25
154,67
155,4
156,49
157,106
158,22
159,31
160,7
161,54
162,39
163,30
164,72
165,77
166,10
167,21
168,91
169,40
170,65
171,77
172,70
173,28
174,86
175,83
176,15
177,66
178,1
179,107
180,100
181,25
182,38
183,85
184,46
185,58
186,67
187,3
188,9
189,88
190,8
191,36
192,104
193,77
194,86
195,86
196,7
197,98
198,59
199,41
200,11
201,96
202,100
203,54
204,5
205,92
206,52
207,29
208,25
209,90
210,16
211,49
212,68
213,66
214,4
215,96
216,22
217,19
218,73
219,101
220,27
221,4
222,43
223,51
224,6
225,11
226,85
227,19
228,88
229,44
230,26
231,80
232,5
233,21
234,88
235,109
236,92
237,104
238,44
239,50
240,9
241,49
242,29
243,92
244,26
245,4
246,26
247,14
248,14
249,108
250,9
251,24
252,72
253,102
254,105
255,98
256,78
257,36
